#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 589: Lone Cone, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lone Cone (589) 
# Colorado  SNOTEL Site - 9730 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 21, 2026, 7:07:29 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1989-06-16,0.0,22.10,72.9,37.0,54.9,0.00
1989-06-17,0.0,22.10,48.4,34.7,37.0,0.00
1989-06-18,0.0,22.10,79.2,37.2,57.2,0.00
1989-06-19,0.0,22.10,79.5,39.4,59.7,0.00
1989-06-20,0.0,22.10,72.7,43.0,57.0,0.00
1989-06-21,0.0,22.10,49.8,23.7,39.9,0.20
1989-06-22,0.0,22.30,35.6,18.1,21.4,0.00
1989-06-23,0.0,22.30,67.3,34.7,52.0,0.00
1989-06-24,0.0,22.30,69.3,32.9,50.4,0.00
1989-06-25,0.0,22.30,68.7,35.2,51.6,0.00
1989-06-26,0.0,22.30,68.7,29.7,48.4,0.00
1989-06-27,0.0,22.30,70.9,32.0,52.2,0.00
1989-06-28,0.0,22.30,72.3,36.1,54.5,0.00
1989-06-29,0.0,22.30,73.6,37.0,54.7,0.00
1989-06-30,0.0,22.30,76.8,35.6,55.9,0.00
1989-07-01,0.0,22.30,77.5,34.3,54.0,0.00
1989-07-02,0.1,22.30,82.0,34.2,54.7,0.00
1989-07-03,0.1,22.30,81.7,35.1,57.9,0.00
1989-07-04,0.0,22.30,84.7,34.5,60.1,0.00
1989-07-05,0.0,22.30,84.7,38.8,62.1,0.00
1989-07-06,0.0,22.30,83.3,40.5,60.1,0.00
1989-07-07,0.0,22.30,83.3,46.0,63.0,0.00
1989-07-08,0.0,22.30,82.0,48.2,61.2,0.00
1989-07-09,0.0,22.30,82.8,50.7,64.2,0.00
1989-07-10,0.0,22.30,70.9,41.7,50.7,0.00
1989-07-11,0.0,22.30,67.8,39.0,52.7,0.30
1989-07-12,0.0,22.60,71.2,42.4,54.0,0.00
1989-07-13,0.0,22.60,76.1,37.8,55.4,0.20
1989-07-14,0.0,22.80,69.8,40.3,53.8,0.00
1989-07-15,0.0,22.80,77.4,39.0,56.3,0.00
1989-07-16,0.0,22.80,77.4,37.8,55.9,0.00
1989-07-17,0.0,22.80,77.0,37.0,56.8,0.00
1989-07-18,0.0,22.80,81.1,37.0,58.5,0.00
1989-07-19,0.0,22.80,80.8,40.5,60.8,0.00
1989-07-20,0.0,22.80,79.7,46.8,61.7,0.00
1989-07-21,0.0,22.80,56.7,47.8,51.3,0.00
1989-07-22,0.0,22.80,58.1,46.2,50.4,0.50
1989-07-23,0.0,23.30,67.8,42.1,52.3,0.70
1989-07-24,0.0,24.00,64.9,43.3,50.5,0.80
1989-07-25,0.0,24.80,66.6,38.3,47.8,0.30
1989-07-26,0.0,25.10,62.6,40.5,47.8,0.40
1989-07-27,0.0,25.50,65.8,39.7,50.2,0.10
1989-07-28,0.0,25.60,63.9,43.9,50.2,0.00
1989-07-29,0.0,25.60,61.0,38.8,46.2,0.40
1989-07-30,0.0,26.00,47.5,40.1,41.7,0.00
1989-07-31,0.0,26.00,70.3,42.4,54.7,0.00
1989-08-01,0.0,26.00,58.8,44.8,50.4,0.00
1989-08-02,0.0,26.00,67.5,39.9,51.3,0.00
1989-08-03,0.0,26.00,71.6,38.8,54.7,0.10
1989-08-04,0.0,26.10,72.7,40.5,52.9,0.00
1989-08-05,0.0,26.10,73.0,37.6,52.9,0.00
1989-08-06,0.0,26.10,72.9,37.0,52.5,0.00
1989-08-07,0.0,26.10,74.1,36.7,53.4,0.00
1989-08-08,0.0,26.10,74.3,42.1,56.5,0.00
1989-08-09,0.0,26.10,49.6,45.1,46.9,0.00
1989-08-10,0.0,26.10,73.0,40.6,52.9,0.00
1989-08-11,0.0,26.10,70.9,43.0,54.9,0.00
1989-08-12,0.0,26.10,65.5,40.1,50.0,0.00
1989-08-13,0.0,26.10,69.4,37.8,51.8,0.00
1989-08-14,0.0,26.10,70.5,35.6,51.6,0.00
1989-08-15,0.0,26.10,69.4,37.6,50.4,0.00
1989-08-16,0.0,26.10,69.3,38.5,52.2,0.00
1989-08-17,0.0,26.10,70.7,37.9,49.3,0.00
1989-08-18,0.0,26.10,61.2,40.8,47.5,0.00
1989-08-19,0.0,26.10,66.2,37.6,50.2,0.00
1989-08-20,0.0,26.10,64.9,34.9,43.7,0.00
1989-08-21,0.0,26.10,66.0,34.9,48.4,0.00
1989-08-22,0.0,26.10,66.4,33.3,47.8,0.00
1989-08-23,0.0,26.10,69.4,32.2,50.7,0.00
1989-08-24,0.0,26.10,66.6,33.1,49.6,0.00
1989-08-25,0.0,26.10,67.1,32.2,47.5,0.00
1989-08-26,0.0,26.10,70.0,29.8,47.3,0.00
1989-08-27,0.0,26.10,69.4,33.3,48.4,0.00
1989-08-28,0.0,26.10,72.0,29.8,48.7,0.00
1989-08-29,0.0,26.10,75.0,33.8,52.5,0.00
1989-08-30,0.0,26.10,73.4,35.6,54.0,0.00
1989-08-31,0.0,26.10,71.8,35.4,50.9,0.00
1989-09-01,0.0,26.10,75.2,33.6,49.6,0.00
1989-09-02,0.0,26.10,73.9,32.2,50.2,0.00
1989-09-03,0.0,26.10,73.6,35.1,51.6,0.00
1989-09-04,0.0,26.10,70.7,33.1,47.5,0.00
1989-09-05,0.0,26.10,66.2,33.1,47.3,0.00
1989-09-06,0.0,26.10,73.6,36.7,52.7,0.00
1989-09-07,0.0,26.10,72.1,44.4,55.2,0.00
1989-09-08,0.0,26.10,62.6,30.9,45.9,0.30
1989-09-09,0.0,26.40,64.8,27.5,42.4,0.00
1989-09-10,0.0,26.40,62.4,30.6,42.8,0.00
1989-09-11,0.0,26.40,61.5,32.0,45.5,0.00
1989-09-12,0.0,26.40,58.6,32.2,40.8,0.10
1989-09-13,0.0,26.50,52.9,25.0,37.4,0.00
1989-09-14,0.0,26.50,64.8,21.9,41.0,0.00
1989-09-15,0.0,26.50,67.5,28.0,44.4,0.00
1989-09-16,0.0,26.50,69.6,27.3,45.5,0.00
1989-09-17,0.0,26.50,70.3,42.3,55.8,0.00
1989-09-18,0.0,26.50,66.6,37.0,50.0,0.10
1989-09-19,0.0,26.60,66.6,39.2,49.1,0.00
1989-09-20,0.0,26.60,59.2,27.1,44.1,0.00
1989-09-21,0.0,26.60,62.6,25.5,41.0,0.00
1989-09-22,0.0,26.60,66.2,27.1,44.6,0.10
1989-09-23,0.0,26.70,68.9,35.2,48.4,0.00
1989-09-24,0.0,26.70,68.7,32.9,46.6,0.00
1989-09-25,0.0,26.70,71.2,31.1,48.4,0.00
1989-09-26,0.0,26.70,72.5,30.6,51.4,0.00
1989-09-27,0.0,26.70,66.2,35.2,48.4,0.00
1989-09-28,0.0,26.70,71.1,33.6,50.0,0.00
1989-09-29,0.0,26.70,71.4,30.9,49.1,0.00
1989-09-30,0.0,26.70,68.9,42.6,53.8,0.00
1989-10-01,0.0,0.00,65.1,27.5,45.1,0.00
1989-10-02,0.0,0.00,61.5,39.7,49.3,0.00
1989-10-03,0.0,0.00,56.3,36.5,46.0,0.00
1989-10-04,0.0,0.00,40.1,29.7,34.7,0.70
1989-10-05,0.0,0.70,51.8,26.1,35.6,0.00
1989-10-06,0.0,0.70,56.1,20.5,36.5,0.00
1989-10-07,0.0,0.70,56.1,26.4,34.3,0.00
1989-10-08,0.0,0.70,58.3,24.1,37.2,0.00
1989-10-09,0.0,0.70,62.2,26.1,40.3,0.00
1989-10-10,0.0,0.70,65.8,27.9,42.3,0.00
1989-10-11,0.0,0.70,66.6,26.6,41.9,0.00
1989-10-12,0.0,0.70,68.7,27.3,45.3,0.00
1989-10-13,0.0,0.70,70.0,27.1,44.4,0.00
1989-10-14,0.0,0.70,70.0,28.9,44.1,0.00
1989-10-15,0.0,0.70,54.0,30.9,39.4,0.20
1989-10-16,0.0,0.90,54.0,23.7,31.3,0.40
1989-10-17,0.0,1.30,54.0,19.2,31.1,0.10
1989-10-18,0.0,1.40,46.2,14.4,27.5,0.00
1989-10-19,0.0,1.40,53.1,12.6,29.5,0.00
1989-10-20,0.0,1.40,53.8,17.8,35.4,0.00
1989-10-21,0.0,1.40,53.8,26.8,36.3,0.10
1989-10-22,0.0,1.50,49.1,24.6,33.4,0.00
1989-10-23,0.0,1.50,55.6,24.1,36.7,0.00
1989-10-24,0.0,1.50,61.0,25.5,42.3,0.00
1989-10-25,0.0,1.50,54.7,31.1,43.9,0.30
1989-10-26,0.0,1.80,54.7,13.6,27.3,0.10
1989-10-27,0.0,1.90,54.7,11.5,28.2,0.10
1989-10-28,0.0,2.00,54.7,11.8,25.7,0.00
1989-10-29,0.0,2.00,54.7,2.3,13.1,0.00
1989-10-30,0.0,2.00,38.8,1.6,16.9,0.00
1989-10-31,0.0,2.00,42.6,8.1,22.8,0.00
1989-11-01,0.0,2.00,30.6,5.7,16.9,0.00
1989-11-02,0.0,2.00,42.6,5.0,20.3,0.00
1989-11-03,0.0,2.00,44.1,10.0,24.6,0.00
1989-11-04,0.0,2.00,46.2,16.2,28.4,0.00
1989-11-05,0.0,2.00,49.1,18.7,32.0,0.00
1989-11-06,0.0,2.00,49.1,17.2,28.9,0.00
1989-11-07,0.0,2.00,49.1,12.7,26.6,0.00
1989-11-08,0.0,2.00,49.1,10.2,32.0,0.00
1989-11-09,0.0,2.00,49.1,11.7,27.0,0.00
1989-11-10,0.0,2.00,52.5,17.2,32.0,0.00
1989-11-11,0.0,2.00,57.9,24.6,35.4,0.00
1989-11-12,0.0,2.00,55.2,21.9,34.0,0.00
1989-11-13,0.0,2.00,55.2,22.1,32.7,0.00
1989-11-14,0.0,2.00,45.3,13.6,30.9,0.00
1989-11-15,0.0,2.00,32.4,2.3,16.0,0.00
1989-11-16,0.0,2.00,39.0,9.3,21.0,0.00
1989-11-17,0.0,2.00,39.0,9.3,20.5,0.00
1989-11-18,0.0,2.00,40.6,16.9,32.2,0.00
1989-11-19,0.0,2.00,58.6,18.1,33.1,0.00
1989-11-20,0.0,2.00,62.2,24.6,37.6,0.00
1989-11-21,0.0,2.00,62.2,16.2,31.8,0.00
1989-11-22,0.0,2.00,62.2,13.6,24.8,0.00
1989-11-23,0.0,2.00,45.3,14.2,29.1,0.00
1989-11-24,0.0,2.00,45.3,25.2,29.7,0.00
1989-11-25,0.0,2.00,45.3,26.2,31.1,0.00
1989-11-26,0.0,2.00,30.0,15.6,25.2,0.30
1989-11-27,0.4,2.30,30.0,-4.5,9.9,0.20
1989-11-28,0.5,2.50,19.2,-10.5,1.4,0.00
1989-11-29,0.5,2.50,32.9,-3.5,9.7,0.00
1989-11-30,0.5,2.50,34.7,1.9,14.0,0.00
1989-12-01,0.5,2.50,35.4,0.9,14.9,0.00
1989-12-02,0.5,2.50,43.0,6.1,18.5,0.00
1989-12-03,0.5,2.50,43.0,6.1,19.0,0.00
1989-12-04,0.5,2.50,46.6,13.1,25.0,0.00
1989-12-05,0.2,2.50,46.6,13.6,27.1,0.00
1989-12-06,0.2,2.50,46.6,10.0,21.9,0.00
1989-12-07,0.2,2.50,46.6,1.8,13.5,0.10
1989-12-08,0.3,2.60,42.1,5.5,20.5,0.00
1989-12-09,0.3,2.60,35.4,9.1,21.4,0.00
1989-12-10,0.3,2.60,35.4,-4.0,9.5,0.10
1989-12-11,0.4,2.70,8.8,-14.4,-2.0,0.10
1989-12-12,0.4,2.80,21.0,-8.7,1.9,0.00
1989-12-13,0.4,2.80,27.0,-6.7,5.4,0.00
1989-12-14,0.4,2.80,26.6,-4.5,12.4,0.00
1989-12-15,0.4,2.80,29.7,6.1,17.8,0.00
1989-12-16,0.4,2.80,29.7,-10.7,9.5,0.10
1989-12-17,0.5,2.90,20.5,-11.2,7.9,0.00
1989-12-18,0.5,2.90,23.5,-3.1,11.1,0.10
1989-12-19,0.5,3.00,28.0,-4.2,8.1,0.00
1989-12-20,0.5,3.00,33.6,-0.8,12.2,0.00
1989-12-21,0.5,3.00,30.7,-0.6,12.9,0.00
1989-12-22,0.5,3.00,30.7,3.2,17.6,0.00
1989-12-23,0.5,3.00,39.9,8.4,19.8,0.00
1989-12-24,0.5,3.00,39.6,2.5,16.7,0.00
1989-12-25,0.5,3.00,41.2,4.3,16.7,0.00
1989-12-26,0.5,3.00,42.8,3.2,17.8,0.00
1989-12-27,0.5,3.00,42.8,9.1,23.4,0.00
1989-12-28,0.5,3.00,42.8,7.9,23.4,0.00
1989-12-29,0.5,3.00,34.3,5.2,16.2,0.00
1989-12-30,0.5,3.00,34.3,-8.0,17.4,0.00
1989-12-31,0.5,3.00,29.1,-9.9,7.2,0.00
1990-01-01,0.5,3.00,37.4,1.2,18.9,0.00
1990-01-02,0.5,3.00,37.4,17.8,21.7,0.10
1990-01-03,0.7,3.10,18.3,-7.4,10.9,0.20
1990-01-04,0.9,3.30,19.4,-12.5,-1.1,0.00
1990-01-05,0.9,3.30,19.9,-8.1,2.5,0.00
1990-01-06,0.9,3.30,34.5,-6.2,9.0,0.10
1990-01-07,0.9,3.40,34.3,2.7,16.3,0.00
1990-01-08,0.9,3.40,39.4,7.7,23.9,0.00
1990-01-09,0.8,3.40,44.1,9.1,23.2,0.00
1990-01-10,0.8,3.40,49.5,19.2,36.9,0.00
1990-01-11,0.8,3.40,49.5,11.7,26.2,0.00
1990-01-12,0.8,3.40,49.5,8.2,26.2,0.00
1990-01-13,0.8,3.40,49.5,20.7,27.9,0.10
1990-01-14,1.0,3.50,34.7,20.8,25.2,0.00
1990-01-15,1.0,3.50,34.7,3.9,18.0,0.40
1990-01-16,1.3,3.90,26.2,-1.7,10.8,0.00
1990-01-17,1.3,3.90,26.2,-3.1,9.7,0.10
1990-01-18,1.4,4.00,26.2,4.1,14.2,0.10
1990-01-19,1.5,4.10,20.5,2.8,12.6,0.30
1990-01-20,1.7,4.40,25.7,-3.5,8.8,0.00
1990-01-21,1.7,4.40,35.6,-2.7,12.0,0.00
1990-01-22,1.7,4.40,33.8,1.2,17.6,0.00
1990-01-23,1.7,4.40,36.7,-0.9,17.1,0.00
1990-01-24,1.8,4.40,14.7,-11.0,3.2,0.00
1990-01-25,1.8,4.40,32.4,-11.2,10.6,0.00
1990-01-26,1.8,4.40,39.6,5.7,21.2,0.00
1990-01-27,1.8,4.40,5.9,-4.9,-2.0,0.10
1990-01-28,2.0,4.50,16.5,-16.1,-0.9,0.00
1990-01-29,2.0,4.50,22.3,-1.3,13.6,0.00
1990-01-30,2.0,4.50,33.1,-4.2,21.2,0.00
1990-01-31,2.0,4.50,33.1,17.2,20.5,0.00
1990-02-01,2.0,4.50,33.1,14.0,20.1,0.30
1990-02-02,2.3,4.80,33.1,-7.2,9.7,0.10
1990-02-03,2.4,4.90,32.5,-14.1,5.9,0.00
1990-02-04,2.4,4.90,38.8,0.0,21.0,0.00
1990-02-05,2.4,4.90,38.8,-1.1,17.4,0.00
1990-02-06,2.4,4.90,41.5,-1.5,19.4,0.00
1990-02-07,2.4,4.90,39.9,21.4,27.0,0.00
1990-02-08,2.4,4.90,39.9,-5.8,12.9,0.30
1990-02-09,2.7,5.20,-5.4,-9.4,-7.4,0.00
1990-02-10,2.7,5.20,42.6,-5.4,21.4,0.00
1990-02-11,2.6,5.20,48.6,7.2,24.3,0.00
1990-02-12,2.6,5.20,31.5,26.8,29.3,0.00
1990-02-13,2.6,5.20,35.8,20.8,27.3,0.00
1990-02-14,2.6,5.20,20.7,4.3,14.2,0.70
1990-02-15,3.3,5.90,8.2,-13.9,-1.7,0.10
1990-02-16,3.4,6.00,25.9,-19.3,3.6,0.00
1990-02-17,3.4,6.00,20.1,9.5,15.1,0.20
1990-02-18,3.7,6.20,25.0,14.7,18.5,0.20
1990-02-19,3.8,6.40,28.9,15.8,20.5,0.20
1990-02-20,4.0,6.60,23.4,0.9,15.6,0.20
1990-02-21,4.1,6.80,26.8,-4.0,10.9,0.00
1990-02-22,4.1,6.80,36.7,-1.8,14.5,0.00
1990-02-23,4.1,6.80,46.6,1.8,19.4,0.00
1990-02-24,4.1,6.80,52.2,7.3,24.8,0.00
1990-02-25,4.1,6.80,51.8,9.0,26.2,0.00
1990-02-26,4.1,6.80,47.8,11.7,27.9,0.00
1990-02-27,4.1,6.80,48.9,21.0,29.1,0.00
1990-02-28,4.1,6.80,40.1,12.2,25.5,0.10
1990-03-01,4.2,6.90,42.8,8.4,22.3,0.10
1990-03-02,4.2,7.00,38.5,7.9,21.4,0.00
1990-03-03,4.2,7.00,39.0,10.9,26.1,0.10
1990-03-04,4.4,7.10,42.3,20.3,30.7,0.00
1990-03-05,4.4,7.10,41.9,17.2,27.3,0.60
1990-03-06,4.9,7.70,25.5,16.5,19.4,0.60
1990-03-07,5.6,8.30,43.2,10.9,20.5,0.00
1990-03-08,5.6,8.30,52.5,6.4,28.4,0.00
1990-03-09,5.6,8.30,51.1,24.3,34.0,0.10
1990-03-10,5.6,8.40,43.5,23.9,31.3,0.00
1990-03-11,5.8,8.40,36.3,16.3,25.2,0.60
1990-03-12,6.3,9.00,36.3,11.8,17.6,0.40
1990-03-13,6.6,9.40,36.3,7.5,12.7,0.40
1990-03-14,7.0,9.80,25.9,-2.9,12.6,0.10
1990-03-15,7.1,9.90,27.0,-2.6,13.6,0.10
1990-03-16,7.3,10.00,39.0,-8.3,13.8,0.10
1990-03-17,7.3,10.10,45.5,6.4,24.6,0.00
1990-03-18,7.3,10.10,43.3,10.2,24.3,0.00
1990-03-19,7.3,10.10,54.9,6.8,27.9,0.00
1990-03-20,7.3,10.10,50.2,14.2,32.5,0.00
1990-03-21,7.3,10.10,53.4,21.4,35.2,0.00
1990-03-22,7.3,10.10,57.4,16.3,36.1,0.00
1990-03-23,7.3,10.10,57.4,23.0,37.6,0.00
1990-03-24,7.3,10.10,57.4,18.7,33.6,0.00
1990-03-25,7.2,10.10,53.2,20.3,33.4,0.00
1990-03-26,7.1,10.10,31.1,21.9,24.4,0.00
1990-03-27,6.9,10.10,42.4,25.5,34.5,0.00
1990-03-28,6.7,10.10,46.9,24.6,32.7,0.00
1990-03-29,6.7,10.10,46.9,18.7,26.8,0.50
1990-03-30,7.1,10.60,37.0,10.6,25.0,0.20
1990-03-31,7.2,10.80,44.6,7.9,25.0,0.00
1990-04-01,7.2,10.80,52.2,12.0,30.0,0.00
1990-04-02,7.0,10.80,52.2,12.0,30.0,0.10
1990-04-03,6.9,10.90,48.9,18.9,31.1,0.00
1990-04-04,6.8,10.90,49.8,19.2,33.3,0.10
1990-04-05,6.6,11.00,49.8,23.9,31.8,0.20
1990-04-06,6.8,11.20,52.3,15.6,32.7,0.00
1990-04-07,6.7,11.20,52.3,18.9,32.9,0.00
1990-04-08,6.4,11.20,52.3,26.1,31.5,0.70
1990-04-09,6.9,11.90,39.4,18.7,28.9,0.40
1990-04-10,7.4,12.30,52.9,9.7,31.3,0.00
1990-04-11,7.1,12.30,52.9,18.7,22.3,0.00
1990-04-12,6.8,12.30,55.2,25.5,36.5,0.00
1990-04-13,6.3,12.30,54.3,26.1,36.1,0.00
1990-04-14,6.1,12.30,57.0,22.6,39.0,0.00
1990-04-15,5.4,12.30,60.6,27.7,41.2,0.00
1990-04-16,4.8,12.30,57.6,27.0,41.4,0.00
1990-04-17,4.1,12.30,48.9,27.9,36.1,0.00
1990-04-18,3.6,12.30,43.7,25.2,31.5,1.10
1990-04-19,4.3,13.40,42.8,27.0,32.4,0.40
1990-04-20,4.6,13.80,58.3,21.9,35.8,0.00
1990-04-21,4.3,13.80,56.8,33.4,44.2,0.00
1990-04-22,3.8,13.80,54.3,31.1,41.4,0.00
1990-04-23,3.0,13.80,54.3,29.1,35.4,0.40
1990-04-24,2.6,14.20,54.3,26.1,32.4,0.30
1990-04-25,2.7,14.50,54.3,27.0,32.0,0.30
1990-04-26,3.0,14.80,45.3,19.8,31.8,0.10
1990-04-27,2.9,14.90,43.2,23.4,31.6,0.00
1990-04-28,2.5,14.90,56.3,34.2,44.4,0.00
1990-04-29,1.6,14.90,30.2,17.4,23.2,0.70
1990-04-30,2.1,15.60,36.1,20.3,26.2,0.30
1990-05-01,2.4,15.90,41.9,22.8,30.7,0.70
1990-05-02,3.1,16.60,41.2,19.4,30.6,0.10
1990-05-03,3.1,16.70,50.5,24.3,36.0,0.00
1990-05-04,2.8,16.70,49.8,20.3,34.0,0.00
1990-05-05,2.7,16.70,53.4,19.4,35.6,0.00
1990-05-06,1.7,16.70,60.4,23.0,40.1,0.00
1990-05-07,0.0,16.70,56.8,27.0,41.7,0.00
1990-05-08,0.0,16.70,56.8,22.1,40.8,0.00
1990-05-09,0.0,16.70,56.8,10.9,31.3,0.00
1990-05-10,0.0,16.70,56.5,21.9,40.5,0.00
1990-05-11,0.0,16.70,36.7,29.1,33.4,0.00
1990-05-12,0.0,16.70,50.4,25.2,36.5,0.00
1990-05-13,0.0,16.70,56.8,27.5,41.5,0.00
1990-05-14,0.0,16.70,58.3,28.2,44.1,0.00
1990-05-15,0.0,16.70,58.3,33.3,36.9,0.00
1990-05-16,0.0,16.70,58.3,19.4,34.0,0.10
1990-05-17,0.0,16.80,61.2,22.8,43.0,0.00
1990-05-18,0.0,16.80,54.9,27.9,42.3,0.00
1990-05-19,0.0,16.80,54.9,24.6,39.4,0.00
1990-05-20,0.0,16.80,55.2,25.3,39.0,0.00
1990-05-21,0.0,16.80,66.0,27.3,45.7,0.00
1990-05-22,0.0,16.80,68.4,30.2,48.7,0.00
1990-05-23,0.0,16.80,64.9,30.6,48.4,0.00
1990-05-24,0.0,16.80,62.2,28.2,46.2,0.10
1990-05-25,0.0,16.90,60.6,25.2,42.4,0.00
1990-05-26,0.0,16.90,60.6,25.0,41.5,0.00
1990-05-27,0.0,16.90,66.2,28.6,47.8,0.00
1990-05-28,0.0,16.90,60.6,32.9,46.2,0.00
1990-05-29,0.0,16.90,41.9,28.2,33.6,0.40
1990-05-30,0.0,17.30,41.9,26.1,28.9,0.00
1990-05-31,0.0,17.30,58.6,27.7,45.5,0.00
1990-06-01,0.0,17.30,50.2,22.3,37.0,0.00
1990-06-02,0.0,17.30,61.2,17.2,39.9,0.00
1990-06-03,0.0,17.30,68.7,28.0,48.9,0.00
1990-06-04,0.0,17.30,74.5,31.8,54.1,0.00
1990-06-05,0.0,17.30,73.6,32.9,54.5,0.00
1990-06-06,0.0,17.30,73.6,32.5,53.2,0.00
1990-06-07,0.0,17.30,72.3,30.6,51.6,0.00
1990-06-08,0.0,17.30,72.9,35.2,53.2,0.00
1990-06-09,0.0,17.30,57.9,38.1,42.1,0.00
1990-06-10,0.0,17.30,61.3,40.5,49.8,0.00
1990-06-11,0.0,17.30,64.2,40.1,52.0,0.10
1990-06-12,0.0,17.40,63.9,39.2,51.1,0.10
1990-06-13,0.0,17.50,67.3,42.1,54.3,0.00
1990-06-14,0.0,17.50,67.6,34.9,52.2,0.00
1990-06-15,0.0,17.50,67.6,34.9,49.6,0.00
1990-06-16,0.0,17.50,59.7,31.6,44.4,0.00
1990-06-17,0.0,17.50,70.2,24.6,48.9,0.00
1990-06-18,0.0,17.50,75.6,35.6,58.6,0.00
1990-06-19,0.0,17.50,75.6,31.8,51.6,0.00
1990-06-20,0.0,17.50,73.0,27.7,50.4,0.00
1990-06-21,0.0,17.50,71.8,32.7,52.0,0.00
1990-06-22,0.0,17.50,76.1,32.4,55.4,0.00
1990-06-23,0.0,17.50,80.6,37.9,58.8,0.00
1990-06-24,0.0,17.50,78.8,41.2,58.1,0.00
1990-06-25,0.0,17.50,76.8,43.0,58.6,0.00
1990-06-26,0.0,17.50,84.0,43.5,59.0,0.00
1990-06-27,0.0,17.50,81.7,43.5,61.3,0.00
1990-06-28,0.0,17.50,81.5,40.5,59.0,0.00
1990-06-29,0.0,17.50,82.8,43.5,61.2,0.00
1990-06-30,0.0,17.50,77.7,43.2,57.0,0.20
1990-07-01,0.0,17.70,75.6,43.2,58.6,0.00
1990-07-02,0.0,17.70,81.0,47.5,61.0,0.40
1990-07-03,0.0,18.10,58.6,43.2,48.7,0.60
1990-07-04,0.0,18.70,72.0,40.6,53.1,0.10
1990-07-05,0.0,18.80,65.7,43.3,50.9,0.50
1990-07-06,0.0,19.30,61.0,43.9,51.3,0.30
1990-07-07,0.0,19.60,68.5,44.4,51.6,0.40
1990-07-08,0.0,20.00,64.6,43.3,50.9,0.30
1990-07-09,0.0,20.30,60.1,41.4,49.3,0.30
1990-07-10,0.0,20.60,70.2,38.7,52.9,0.00
1990-07-11,0.0,20.60,72.7,41.9,55.9,0.00
1990-07-12,0.0,20.60,72.5,41.0,55.6,0.00
1990-07-13,0.0,20.60,70.5,39.9,52.3,0.10
1990-07-14,0.0,20.70,64.0,40.6,49.5,0.60
1990-07-15,0.0,21.30,68.2,36.9,49.3,0.00
1990-07-16,0.0,21.30,63.0,36.7,50.7,0.10
1990-07-17,0.0,21.40,73.0,39.9,54.5,0.00
1990-07-18,0.0,21.40,70.5,40.8,53.4,0.00
1990-07-19,0.0,21.40,73.6,40.1,55.9,0.00
1990-07-20,0.0,21.40,70.5,41.7,53.4,0.00
1990-07-21,0.0,21.40,67.8,39.4,51.4,0.00
1990-07-22,0.0,21.40,70.3,36.5,50.9,0.00
